name,equipable_weapon,icon,wiki_url,attack_stab,attack_slash,attack_crush,attack_magic,attack_ranged,defence_stab,defence_slash,defence_crush,defence_magic,defence_ranged,melee_strength,ranged_strength,magic_damage,prayer,slot,attack_speed,weapon_type
Bounty hunter hat (tier 4),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACd0lEQVR4Xu2Vy2sTURTGe/+DrLKZzUAWA4VAGCgllEC6cuPOhYtAQUtLsA9aa+xjRKIitEUlTWv6oi8iRioIBrIotbhodeX/dJzvXM/kpoSqyaTtYj44hNw7N+eX851zp68vUqRIkUSKmnHjUvTK86i4uEjP5+f/AnZt4M1Ek+PjtPKi2CapIsfJUSJxjyz7Tpv9kJWy7QDq6cy0UQkdKXeW+pNjDNUEuhyhStHYyAjF4i7F42m20bKynDyTLdNg+iVDOf0PyLbv8nOuWyB3YIHXECGCKaq8e0uxmMPJYEvCuc+BigAoPfSakyeTeV4HKAABNTDoBVCtYB3DKe6bAMiAgU0AGsq88RMXdZX+2IZKSpWwx5YaYA9zuU6hFC3NzTEQEiEhEiPJxelpCxAAxDYA4YwG8thWQCEOKhXde35v6v78Lyl6NDoaAMEWJIFNv35cUHb4vQ9V4oRimwDZlsUWJ1NTDIwz2JdJ7QAGUnR+csIjD6t0XxS5Kj/Pznjve6NBX2sfqbq9Reurq/SsUGBLhjMZhhN79R9Zoel8vhsgSNG3ep1/qNkXHoOhMgh8x55cAYCXnoONUlmc6cIuU4oan4/p8cQEWyBThCQCgnUOP7n0C2DwiXV5vsvqmFL0pVqlJ1OTnNQEaAlZNwLAx4eHPCAhAkGKavt7tDCrL0KpxFVAsA1n8EfQ6CEDQYrqn2qcpLS8HFwH5j3Dl6Q/YXsbG/Rhd4eHApMaUv+0k75tMcoA2y2XGQyNLLGzVqKjzU1+7cjzPYLRMl+6PGV+wwIMVcPrBtVBlUyQnsGYMsEu907Pq3KVTLBrsehfZdpz4zCRIt0W/QYQeTZ1PaBS0gAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Bounty_hunter_hat_(tier_4),0,0,0,0,0,0,0,0,0,0,0,0,0,0,head,,
Studded chaps (t),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAByklEQVR4XtXXwWqDQBAGYH2DnnLxsuBBEAQRliBBSJAgUgkpCS0hFFpKoZceeigU+iA590mn/htG15XmlpEODHhQ8jE7O7vxvP8dPl1O0fCpufFo3WbRpvY8ip0URvkUK+9i4p1UKSmUT9UyptUiooUOSaeKkjigUM0GKVildsnKdID6CyRUJZ+2ddahuErcP8CY50Csl3x6OVb0dFjT4/2K7m5zKot01NgMEqhSD4pfe1CuI4OII3Wu0hSg6LkwoLrUA5DJSUDHxQiUpeF0oPBhTofdsgMZlPw8GoLQ2O5gtDFiIEDCnabkrRxhBKuD6EGqySh5r0wfFXlilgw9JD4YGRRUCaUfNe03RQfibT8NqJ3U2WdjGptnkQqCLvGu+/UVoj86ALrJlOkjPmRtjFhTMwg9xKCf02lwyIouGX4cIAzGWR4aEE5+gBglCuIKAYRlY5B9NxIF7RttUADx1ndBgpc0C9QergzC3YhBSNGmtkGY1phF9mXNBrlfXyF8OmznBoX7EM4zzCIG1WUpDUKcq4TGZhCeAeI7tjgIVeKdln1tzLN96Z8ExH2kv7fmeUIQ4vIfxslB55nTp9CWd2MMsNN9WySuBfgF8O4AU7gGqCoAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Studded_chaps_(t),0,0,0,-5,6,15,16,17,6,16,0,0,0,0,legs,,
Guthan's platebody 75,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB3klEQVR4Xt3XTUrDUBAH8OYSbtwEuhAKhVAIUkohIkWCRQwWSykUFErB6kpc6GlEl1K6rOJSPIZbrzE6L7x0MpmSWiYRHfiTrF5+zPtIUqn8j3JATqm1fHCt5ppUq1uplASLH9JqeRAEfpJGo5rAfL8OnrcDrrttUmDXHOjsN03CsJXc0yAOsRyVxqmVA91uANHxngFJ4SjsGAd5rquFcqDfDw0IYVLyUIWBViUPpQhyYDg8hF6vA0/3U3h/vjP3Np8fC3NF1MvsOoWaPVzC2+LWoNRB2CEEvc5vzD2PRdFOzR+vTKdwkauD8rIKZadPFXR+FsFodJSKBLIoDlMHTSanGdQ6IBvskl1HfPQNagmyKAmyCoNdwg7ZV4pCl5zvh7RhPD4RUXkYDN1laqAoan4PvpskPPDFxdxu1zNR7A5WFmQ7RDF8d+FL16YQEELodPFpohi63ZXXD1YM4hg+VfwlWzqIYqTu/BqIokoCYS1Pa2n9UBgH4VVxy2M5yRkkrSEO4ygbHIePvGFlQfxQ5B2TUIpTlgZJ7zIOk46BQkA0eTCOUgfZSCgJxjuFUV1Hg0EA04v+WjAKov9nijsNK/4MoZFgCKJdwQ/9AjC26J/o+ikIE5cd/Kfh4/y5+gIbo7Z2hEe7XQAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Guthan's_platebody#75,0,0,0,-30,-10,122,120,107,-6,132,0,0,0,0,body,,
Gadderhammer,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACXklEQVR4Xt3X30sUURQHcM9/0NO8zMu8DQiCLxIRQSIiooSiKGusaGAuVGD+YNHYWFK2/IWiqLAsZBrFopGIIYKP9RA+RPToi/QS4h9x4ntud2aaJYxtrjN0YFDwuvPxe86dO9bU/J9FrK5EFPHqtMULOSspKOLdov0LQ1zvOHGhFGD/pcOLD1p5LtPK00PNHiy82nARlxZsPtx2eGOsg9dG7/DyozaBFe63hGBBnDEo8fuSzcVZmzcnu7k40SmwlZF2gSEtwPL3muSrhvlzFjmMJB3Mztlnl7eedFfAgm0EDL+DPwCo/JiRDUB8/tXlw/kBPloc9GClbJfA0MYw7M2aLa2eySpQxBuA+McXl9/N3OX95/0e7PSTK2kBFp4vJDqeuulhIgQRby7Z/P3E5XI+JcnsFdIC+zDbL7DtFZXGesHi5bzFL6Ysad3Drhtm0ilvqJu9fdoriSCNnWd9XmKAHbxyZPixFu2bSt/mofYGr2XhT/2HUg9DzAS+B0TPC3BAAgbUxz1H1mGO0K50Sz1PZK6ZSUlfequjfQC9zvUIEklh2NE+3a5UUx0Pp42AUOQ9DINAJKRTAui47Ei78DOdasRDjfodo2+gbqJgSAkgHC9+IoYwwbOr8gYkbcIwY6ixI3Mj/iBHjgmeV5UYf134+vPaqkth9FFw2Q2CbbxsbRVFkkpuoPGvMIaLJJVEYfS2jR2DVBKDASTbdysJGBSZelWophTmcY8PCq+4wiKBBN9bYgKppykgmY7r8WNwCuMlHC9QMWNQxBffauUQ1P8RxIjRZfQQrK40JE7MT4UqQtteW3rrAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Gadderhammer,-4,-4,35,-4,0,0,0,0,0,0,35,0,0,0,2h,5,blunt
Mourner boots,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABzElEQVR4XtWWwWrDMBBEoz/oqZdeDDkECgETKKWHQCGnXEoLpdBCDj30/z/BZWUmGq1WtmorNVkYSGxF8zy7KF6trrNcl2qxct3xsOlej/dnyfeFAHuYw/Pag7y/BCiAQf8AFWAA9Pm29VBaaVrVkwsw+6fGfxZjATp9tJFkjaxHYjq9CoAxDANpcTsBwPf5OpKeAOUSY0tixjDyGUCSnKTJAkzbNF7adaBcspkWt8dqrRbWAEg7jpRL5gTCUHM6LA3CMAI8EUjKdd9fu0gCBBiY4PuQqgH9nB7OstIRA75miWEed3dzgKR6qFw6MMBMWboIEKfDBu321hvgPgBYDIP11YB0Opv1jTfgBC8OBDMAsQGAsI5TtGCwfjaQ1S5tkkvSWjsRKA9jmWD4rfV67QSgeC6sJ9Ym1m8qAaUbA4jTgQkGlY8HbpsGCg9QVPEQ4+jXm4/B6FSthApSCjDY2DqZGQitsoB0izWQdjdqGOgvMNbMVQMS6XaFTcMfsAWUgykEkgp/Azw//KSlMDqdCTCo8O6LE1fDMJDVXg00A6YvNmXFm4aXOJ1o/iEqFDZLN41fc610qsOMV0iPD1ABWgCmr7L2LlT59l55/QL9U92UmZPw4AAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Mourner_boots,0,0,0,0,0,0,1,1,0,0,0,0,0,0,feet,,
Yak-hide armour,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAADSUlEQVR4Xs2W30obURCHsy/Rm94EvBAKgSAECUFYCSEsCYHFYFBJ0EhIUSNK6r9KiyKIVIpgWxB8id77cNP9ZjvrZquVmjV2YDhnz8nufPnNzJ7NZJ40R5Irr2iOfLv+Iv8RlCM/vl/+Bnqup2qO3NxcieeVJZt9K4WZnLilgnjlko6l2bzkc9Pybjqr++bs3939lNvb67Sgwn/XXfbFr81HAIzNRkU6rcbIuoECBxCArAHM9ZhQIQhO8HrVlYpb1LHlewrTay/oHGedwPwWQObAxBVLBWrQW9bAK81aFBxI1vuriwrGHkqhDvt2DRh/wtQbE8qRw+119b2ttSg4cDv9tvpmt6XXrKMMwQ0IaOasm2oGk89m1ZMRnzBHzo4GcnqwKSd77xUMAECYDzc6IyoRnKCWToDYs32gUGoshS4OunI27MjJbls+b68oBHAfd3uqGnAENDWS9cXeYLUh662qLDVc8atFmcq+iVRKRnzCHLk8Wv8DKg6DQpY20mTpsZQZ0LC3oL7Rrkt/ufZcICxs+/5KoMKir3MUMghSF0+JwVg3ospgLWiKpQDYD0HGqCEzR2HsgQBRVzg1ZikDJOmeW4iAPLeUBgzmSKcZKFCrhEBB6gyIFMZThiKmFPUyk5tSIO4v5HPjpMosTBfq1MuuHG8tqRsM8/1+U4FQyQqXdM3N5vRNzTO4v1IqpgNk6vjVeQ0OCKPBUKykbbVZiYBIVXEmPNss5dyfGhD/sNXwopQdbrQUZKfraxfRPQA1a3MKUy7lVSHONFMIIFMpGeUfLPx3QIUPcuTr6YdIHVqYdwxAjMDUy7M60mmPAY2hkqMdYurgV2f7mjZUMjB7+bX9+ShlcSBLWSpAPIyCjgPFVQKM1KFWVNSBSgDRZdxDY1CHKQBh9y8zA7o8GY4Utb2Fte2DOrLD1IDinsJ7KJO5f8jDQFZDpAwoO9cMyO5PBWbUHgaiw0gZI1D2PRQHSj4pJbsHuvi0GwFZ+6NS/GybCBAn/2NAqMRRYp8jqdXM381RmPPjbfUkFJ8kAKHSC6tj5igIJz3zOAzXBkTqJgZkn7bM8SSQfpgF44SAMGcEyGAMKA4zISAsHnB0/gowocUDJucTh3lp+wXcodzq2CHroAAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Yak-hide_armour_(top),0,0,0,-5,0,25,20,15,-2,25,0,0,0,0,body,,
Banner,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAA9ElEQVR4Xu3XMQrCMBQG4PYcLjmClxAHRRALoqAURQqiIBRcHL1G79XFuzx5qVF5TUlq0jRqf/iHJiH50i1B8N0JQa9OEkKyHJW6nQ9542jwbEMoemvTGiWEHsus1hDVDKjP2KeoDqRKB9KJPZTAeAeiJ9SMHuiW57x0vBWQwHgBese0DqIYRyBMNUoGo/OWQfUwXoHoHK1TkM64E5A4nI7JagGkxmC9A+m2A6n6ayC7GOz/gXBNVenaRkD0UNxclM7JcIYgTDXgBSnWXdM1XA4LOCcRHOMJf+fjm3+/GvPv02YK6W722MsgcoAs5T8jq3qfInfST3AtERT+GQAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Banner_(Arrav),0,0,0,0,0,0,0,0,0,0,0,0,0,0,weapon,4,banner
Dragon halberd,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABYklEQVR4Xs2XvUsDQRDFb/6DVNdcc5DC1sYyhaSSQDAYDGcwmIR8kFyCitgJFhYWFv7Hz7zd3KcEK2/mwTTZPfJj7s273SCwLYEvExJs5nPcDgZHKHUwwfdZiK9DEeqy09EGEwfz2Q7xFoeYjcdIhsMSWOMqgFZRy0FlRTA1qI9jh97bv0vhFZ4G4u/3oxHiKCpBNQKXdUEqMHyVNP1Vt5uvXwRBMx07j2Ow+GcEIRD9RSD6iVOYhC23XuxtTEXHWMyqm34f171eDlR/4t+VdSHrGqHoJzWgqgSvj3usplPNOKhL8LJLsZhMSp8adQmet1uX6PSUGaj9eo2HuyQ3eX2HggTpcumgjJicqk5efVVJYm3yKLE3ecwoc5PHjDJncmaUOZMzo8yZnBllyORUcWTxUCbAfEbx8zKL/MGuvkNBgqcDDG80BqbPH4V5eUhtAFHigNglI0CUN7XCxeC0/oL5AfKqGTRpyiRSAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Dragon_halberd,70,95,0,-4,0,-1,4,5,0,0,89,0,0,0,2h,7,polearm
Boxing gloves,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACrUlEQVR4Xu2Wz4rTUBTGkzfIKptsAlkECoV5Ad/AF3DhRnA3GxcKHRBcDDILcYqVQWTAasuAWKgWYRQGZgoOIpUiDCKMIDIvcrzfOffc3NZWIU3qwjnwkbQkub/7nT9JEFzG/xEhFfrnEVIc36U4aVOSPl0HlL/7xYqTHYYZjR5Tv79TJxQe3PB0hYLoKkXRNaMbFMWbtLt7h3ov7hugHr07fGKO+wy0kaZVQ4WU5m8pyV7yIkhJnDxgN+Jk2+oedTotGrx6SONx11w7tNf36nAplIdnB7wAFgcUXEF64nTPqMMC0MnJM7OBI6NDSrORuW9QDxQUxbc83WYBUmGTtMtAWeMTpY0PrraQtopTJzDcRdxJcMmmy/wWB4fWkSFdXJw5mN+1ckj3iFA7EOqo7VKF/xjI1BqnKn9vHd1kF/1NVAAFICy+xzUj2rfqWkm64BBgUEMC1PLc1A21V3UrtDAAQL0gPaqBFbrKCmAWSECso+ymbko2VBIqnIPxUyPpUQnUgXOA3XEQ1kndiB0JJYodQPMwADjmTnLiVse8Gjqgra2bPDCfd7fpzetH3IGfJ+qmgJcAQhRdkuZjBkBrZ42J0dS1uc6fKLpuR0PLK+iihk5P+w6mJFAQFDcLWNb8Qnnzuzl+43MBnHJnFV25WPryLQ0zHwoGoHzjpzme8znPKnYBjvxZlQIVMTv0+NPD1BpS9TchlXJfxaFuoa31hTrb5jqv7CvGjQuZ7LVA4aG6CJ8vWdyf5NoAtaVOXxd8vnDxYyvt0o/unhqAEPpgwBUL6+LShf6omDBojUBFPQGmgJjKWGieWX2VUWH+r/Gr0o9lQAIio+IHX7M+IJcmmx7rjM4rzC4AKUzNQAgt7CNxiYHgzjm7A6A1wmjMDs15rRlGQhddpvnrL2OV+AXGGf9C7kjz8wAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Boxing_gloves#Blue,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2h,4,claw
Crystal bow 4/10 (i),True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABgUlEQVR4Xu2WbUvCUBiGPf/En9CPkCAocEijKCzGDFnLtaZzc2TT5UszkUTMWB+qTwVBEUjQn7vLLRUOfSionUN4wQPj8IxzcZ+XLZFY8D8goEcYQiDnFHAiRbCzmwtllpLJsOiOGCFYE7P8yGhaCQWzNhOiO2KGoOr5yGQ2+RGyqg10Lwa8CE0gGA4voSg6Pyes17tAvXXOV0puw0e15vGT0mRzl45P+UrJcDwYZZtKiWliBHu6g+2s/ClFIArC7JnujgmC9XQaeUnCynIKnbMedL0M142Wk+6OiWkiBKpqQMrlsSWKbPdXNDFBsViBrNlQDw22QnOipDTLhWk7LJdtzjStitvCSZ2bu2oCgdfuou1Ht/q8mEIQBAFGoyvIsgJBiDY7Y7Hog1xrdj6uBCsUS61mWIsR9PsD2G4ThbIbnsYNaZ8S+6r+FIJW28f49Q1PL2M8PD7j5vYewfUdSqaDI8OCpps4KBShqDryihaP1E8qlv/26STfLfr9BQt+g3edJxH78QoUzwAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Crystal_bow_(i)#4/10,0,0,0,0,100,0,0,0,0,0,0,70,0,0,2h,5,bow
Steel platelegs (t),False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACN0lEQVR4Xt2XT0uVQRTG3/kcbi64CFpdhBYSgiEiYUiSJCZJKqn4j0zNTJObmZkWCpG4c6PYMvoEtQzb2OZu2ohEH+OR31zO/TO4fWfAAwN3hjvMj+c8Z868WXY9wunqkSScbmWZHzeDkQjK6X1pTauLi1qYmdb48LAG+vp0r6vLAxULhZhQTntbW/q0saG3Kyt6NT+v2YkJPR0a0sPeXhWammKrVAP68KaktaUlvXg2q8nRUT15NKAHPT0xVXI62NvV5+1t7W5uamd9vSF1QI0MDsYHQiHUIWUoBFRpedlDkTpTKdydQzivBinCN5gZRczYj/v7G4wdQSXnTVwPBMTzqalUldYIZJUFkP2+29ERH4gUAURV3e/u9kCkDqDO9vY0QFSUKWJAmDkZEAD4BQCbo9adtrb4QKQLM3P47dbWarkDxDwiEOH0/euJvxjxUEux6E3+7fjI30+kMiKQ099yWV8+7ujd61UPAhQgzF/OzXkgPMV/w905hNP/iwsP9ef3qX79/KEbzc36d36u8tmZnx/u71cViqYSbQIfcRHiIxSihUyPjfnKi5oyvBMCsZYMyN5B9ZXGGkB2N0UF4skBEMY1INbqgexyDHfnEK767ACICjNIXgGhQhFUcr68GdYuDPIqoHB3DuG8OgBZu2DNXo0JgIiKStYubA4Qb6IkQCjCLQ2AAdHjbB7JPxYVINqEAdjnUD1QuCvHqAFZI+WiTAhE1L7lK4c3zhMAZZkdbIeH82sVl4gbcECP8l0RAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Steel_platelegs_(t),0,0,0,-21,-11,17,16,15,-4,16,0,0,0,0,legs,,
Gold bracelet,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAB8klEQVR4Xu2V30oCQRTGnTfoyhtvBvZiwateqgeIXiAIgiAoCCpEsIgKM0nEMvtDSIaIVIaVoSAhRERERESXp/3mNDpqt7N2sR8cdpnZgd9+58+EQoECBfpXEjQcI5OgtYUI7cYidHXodGNEUIKSKxHai/fDPF26CmhcSj+hBGUTkvIbkk6SsgtTP2UggProklAgZylJpYykcrbnjgnkI5RQMJVcD8KEMYF8gBKUW2eY2pFDzXOX2mVXwZhACKR0aSZMkxNjNqGEqhkN81hx6fnapdd6lN5uo9SpumodcPgGgQ6cngrbghKqZgZhNNDLDa+3LhgM7uEdNbc4bRFKwwBAw7zf8xPrcAog2MM3CPxIfN5aTYkhGA2EgDvY/25HqZZxqLHvUOfMpeqBQ7E5K1AMZMJ8PPATacqtemPBK/7ytteBaQZqH3OxF9OSlmetpI+hAKIDQBgB+Zg3MBM9oDuvK1sFV7mE1OEsJrmFaS5U2j6bHKgddGEhzg6VNmUfEBwtbAHC6tXCUF+tqGp3tDncKW6wQ9WU4ZAHjH3LQJBQKUP9qGvl153KDqesnmWgRtFqugbFTuF+M91Bl8GhZp67zAd3tNglTGc4oWcVCh3vWMcd6CMQxEMT3adBuL174VO6TP0NYMbgCesaOUCgQP9dP7VDY3wJ1jugAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Gold_bracelet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hands,,
Wilderness sword 3,True,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACPklEQVR4Xs2WT0sbURTFfd+gq27cBLLItjuR4splSxCUFu2m0oVgobRddJMiJdpGDCFibRoSwlgTDJFoikgnFEFTqkIQIVKUNlD6TU5z3jh/MmmgG+/kwGXC8ML7cc59d97Q0OBLwaqBkMLc3Czm558MApTC+7UVXfx9JxTS5V8lKIVqdROtVhMvXzy9dmgAXGINj4zgdnQCt0bvBg9lxWSBEcqOr3tVIJCdTe/dd6Ccd+y1FavPuteLqBsqGY9jdXnZca3XOREpJN4sYLdYRKNu4sj80idGESm8ev4MX2s1HB8c4PTwEGfH350e86++QdkbKizGYmg1m2h+a+D85ATty0tks2l82vgoBaUwGY1iemoKj2emHbDw+LiuimHoXiKUYHSuQ27zKoTGxjRUpP0H4YlJ5HKrUi5Z86j3JPmgHjyUjK6fFEyzqsEiP38jMvNI1ql/q9Ps8ZgDVSisI59fCx5qb69sQV21fVDiY8GWwudaSX+MCWUYGQ3FK0wAvWXFxuK1ZXeniMiPXxqKbvFpn1L/P29QbjyVioHt7Q0Hik5lMin5+LxzKp1+h3K5gPDFlY6MUHxXKuVkobgZY+LGHAFbW3kNZTtlAwUSH8EIRQgWnSpuZj3RCTrljS6VWtIgNhzBEokF6fiUBmFMhGHxBNI19hYjrNd3pONzo+GNgBD7+xX9pEuNhikN5EbHuD6sJ7VLXtDej7aYOvfwZBxvl153gQQKw97hwOQkF2zmfvIe9UCjcuWN6X9g/gL3H/u5SmH72wAAAABJRU5ErkJggg==,https://oldschool.runescape.wiki/w/Wilderness_sword_3,16,11,-2,0,0,0,2,1,0,0,17,0,0,0,weapon,4,stab_sword
Torag's platelegs,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAABv0lEQVR4Xt3XTUsCURQG4Ll/ok2bgRaBEMzGRbgxwoUkkSQJSYKGGIkgmdVCInHXB/7kE+8ZXnWuY6vmjHhgmJkLM/fhnPsxEwT7EU7Sj1zCSeX8VMrlopRKkUTRsRQKoYThYR4oJ7VaWarVkqIAKhZPFEVQFIaWKCf1qzMF4WCWgEKWcgXx7JfOsGxOWq0LaTQqWjaUjOUDiqUzzFIMajary+wQt44yzJKTdvsyAUKW1ktnPJY2QUCkgYyWgE0QBnMaiBnKOEtJENchjKNtIP8N/xwrEAYy1x+C/KlvCgKA05z3BBmu2DEIGUG50DlBzBjbzEBYh0ajOz1jzKA8AA2Ht9oGKDJnBvp4f5DJpCODx+YyW7ju9a6l26lrG6BmoPl8KLPZYIlCeXA9fmonsmQG+vocy2LxorC313s5Cg8UOJ32FYjyGa1BCKeYn+9nBfT7NzqjgEQpfZD/dAbhtFOUhbMKIMDW20xBfudpIKN9DBGDMJPQOWeTDzIdQwRxL/sL5D+dQSRB2C5yBiHi7WOnQFiR+enqgwzHDyMG8ZtoG8h/KsOIQfz72AEQYvUvH3eevM8BFATsmJ3793sVvz9nLvpwso+AAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Torag's_platelegs_(Last_Man_Standing),0,0,0,-21,-11,85,82,83,-4,92,0,0,0,0,legs,,
Seren halo,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAAC2UlEQVR4Xu1V204aURTVP+gDGsKTn9D/aZo0MTFp0jRN7VUtllqtUOWiGZwSQe7DDONdUBEYsLW/tbr3OVFgqFZP1cSEleyQIbDX2mufWWdoaIABBngQGEZ/3St6yX1aFL5EHL5UAr51HZOh0F2L6hXgDX2DN7qM0dgyVuxNRE1TfK4fHIhaSKWEuFsS5bZ+GCPh7xhlEcshpKwyIkYRS4U8gpkMCbGFiHy9jq2zX9hrNLC2u4M3S0viv4/HxlREdcgfPZ/AyOcZeGY+IkaTx0olRAoFhLI5LKbTNH2yR4gvvtpT9u8zbBwd0m8zqi5JEWlqvmpK8nAuhxCRLm5sYCGZREDX4Y9r9JzGStnuCNC1Pje5jGYTyWoFH6JRFZdI0MsXMJsNJPf38TWRQGCNBGgapqghfwpyOqxu4nOy7uLvyq2WWCGvVdklz9R7FOty/5235Gryjgg3SFS7jczxMaZXVhVdmhhH2WmJJrz/ywS4//l3DMNuOSg5DrStzf9wafIVLGrC+38XDqs06YJcHbvuj8uMumE/cmn8GU0mm0QMQ8XqLpBLdLgtcip1WL04gzfsJw94mZpkT2oX+3f/6vqQLvHqOC7UXHr6ROyfJ4tv76hMNSRJO8WiOArUXaJc4rPEqwvoP66Yqv9N5LJO2zBoIKN2jEylgvXdPWgUpJFiUcUlBu2fBFlOU+zfTXhe3vkAvMF5lGh6g0XUajBPTpCtsohdaHzN5PNYpHD9oq9hOhajSAmqiJIxYDUdQRbMZAUx32V8qbL9pZ+nMBp1mFQW3V+5wyMK1j3EN21EyYkgpfocJbwn8AmeuVlR3cPcLEYE2CV6S3h6LkfmCq+SnePvC5RZKbpy9O1tuvPMDrl/us/NbhEKYhgyBpiY37pyqw27TZFAK0lXqpKcixKe8+tf5Ioi3JAxIIjp9ve8fS2e3eSXCXB3uyVcj/wOBfTDTXyv5AMM8NDxBxEn8FphwSLbAAAAAElFTkSuQmCC,https://oldschool.runescape.wiki/w/Seren_halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0,3,head,,
Extradimensional bag,False,iVBORw0KGgoAAAANSUhEUgAAACQAAAAgCAYAAAB6kdqOAAACNklEQVR4Xu2WS0sCURTHx2/g3o3QIggEEUQkggmJCIYoiqSioKImSiNLKzPCil5k7+cm6Fu0aNWiz3Xif4fjXO9IeqeIiDnwAx/jPb85597jGEYQQfz5CFEjvxJqUpf5gS6yYgb1dTp8U8qboBnRSKQtOiNhcX08GtWVchIVhuP08XZB7681z+J+sFIQ0RYK0UjcKe3U6io9r2U8C/vFtCxdIVcG2JUdyu8feBbWpTKRpNJognqHhnWEnA3o/iBEy9U92ry6ptpCtyfJV+xPp+hwJl0HQlvZBCWjzs36FnpaMancHxZASk7CILmM+j2YTYdpPBHWF+J2sdDNUk9dqJRxKfR+Tc5sxIdQY3VY6Mr+A0IM3qNNzYRaSalCaCX2UH8i0r4QtwsiDD6DzH3OpJdiRowA0EpqplgSTK+tCxZ3q2Jja5wyR6gZOPYsVL65FWAcMBsXl1SsnQvWT88EqtBELk9jtk1Zs8OfELcNLYPQzsMjVe7u2xYqHJ/QyuGRAMM1u7Qs1uX/sjaEEO7+4U19OpcWR58rhNIDzCZmvrxNc5tbAlRFlsHNoDoYivnBmPiT1RAyDD5hLIQZAhnsF+wl7B9UBSKoDJBl0B4WYXDCplLOKWscK9rhCGEWQQgjQAbtZFBJHoLVyWR9MssScvV9C+G4ysnlI82T2e52X6MaeEJAexatmEfiGzIc3mcf0NNhiAoASEBKvUYVUVf2Herd8f5SUa/5cZFWoSb+1eRBBBHEf4pPG6wqlXUxLvoAAAAASUVORK5CYII=,https://oldschool.runescape.wiki/w/Extradimensional_bag#Open,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cape,,
